date,title,artist,peak_pos,last_pos,weeks,rank,change,video_link,genre,broad_genre,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,lyrics,polarity
5/11/02,Welcome To Atlanta,jermaine dupri,35,53,20,51,2,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM20400121,"[u'dirty south rap', u'hip pop', u'pop rap', u'rap', u'southern hip hop']",rap,0.786,0.107,95.989,0.383,0.0126,0,4,0.751,3,200840,-7.441,0.679,0,yeah welcome to atlanta jackin and hammer and vogues back to the mackin and jackin the clothes adolescent packin a fo a knock on the do who is it i would happen to know the one with the flow who did it it was me i suppose  jd in the rolls and ludas in the cutt supreme skatin down old nat gat tucked and lean i split ya spleen as a matter of fact i split ya team no blood on the sneaks gotta keep it so my kicks is clean  i get the cream cops see me flick my beams im allergic to doc prescribed antihistamines oink oink pig pig do away with the pork only silverware i needs a steak knife and a fork  did you forget your fuckin manners im bruce with banners ludacris johnny rockets when i shoot the cannon the wooly mammoth sabretooth bitch bite your tongue i wont stop until im rich as them whitesll come  i pulled up in the black lotus your plaques are bogus so i stripped them off the wall waitin for my cue to corner pocket eight balls you rackin em up im big paper like pancakes stackin em up  in fact im slappin em up cadillac and the truck i cant lose with twentytwo bitch thats whats up runnin in the back to fuck better thathan the aqueduct chillin flippin what  yo yo yyyo yo yo yyyo yo yo yo yo yo yo yo yo yo yo yo yyo yo yo yo yo yo yo yo  welcome to atlanta where the players play and we ride on dem thangs like every day big beats hit streets see gangsters roamin and parties dont stop til eight in the mornin  welcome to atlanta where the players play and we ride on dem thangs like every day big beats hit streets see gangsters roamin and parties dont stop til eight in the mornin  yo uhh now the party dont start til i walk in and i usually dont leave until the thang ends but in the meantime in between time you work yo thing ill work mine  i been puttin it down here since eightythree since the lake show u002f md rivalry when frozen paradise was the place to be if you was ridin you was bumpin to homie shyd  im the mbp most ballinist player make my own rules bitch call me the mayor monday night gentlemens club tuesday night im up in the velvet room gettin fucked up  wednesday im at strokers on lean thursday jump clean then i fall up in kream friday shark bar kaya with frank ski right on the flo is where you can find me  saturday is off the heezy fo sheezy you can find me up in onetweezy sunday is when i get my sleep in cause on monday we be at it again holla  yo yo yyyo yo yo yyyo yo yo yo yo yo yo yo yo yo yo yo yyo yo yo yo yo yo yo yo  welcome to atlanta where the players play and we ride on dem thangs like every day big beats hit streets see gangsters roamin and parties dont stop til eight in the mornin  welcome to atlanta where the players play and we ride on dem thangs like every day big beats hit streets see gangsters roamin and parties dont stop til eight in the mornin  welcome to atlanta where the players play and we ride on dem thangs like every day big beats hit streets see gangsters roamin and parties dont stop til eight in the mornin  welcome to atlanta where the players play and we ride on dem thangs like every day big beats hit streets see gangsters roamin and parties dont stop til eight in the mornin,0.2020709325396825
4/20/02,Oh Boy,cam'ron,4,0,1,77,New,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70501853,"[u'dirty south rap', u'east coast hip hop', u'gangster rap', u'hardcore hip hop', u'hip hop', u'hip pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",rap,0.771,0.109,83.064,0.21,0.0287,0,4,0.75,11,204707,-5.623,0.822,1,camron just blaze oh baby oh baby uh killa  camron all the girls see the boy look at his kicks boy look at his car boy all i say is oh boy look mami im no good im so hood clap at your soldiers sober then leave after its over killa im not your companion or your man standin hit me when you wanna get rammed in ill be scramblin with lots of mobsters shop for lobsters cops and robbers listen every block is blocka blocka but she like the way i diddy bop you peeped that mink on maury kicks plus chanel ski hat she want the boy so i give her the boy now she screamin out boy boy boy boy now she playin with herself cam dig it out lift her up ma its just a fuck girl get it out pick one up they want the boy montana with guns with bandanas listen to my homeboy santana  juelz santana yall niggas cant fuck with the boy im tellin ya boy put a shell in ya boy now he bleedin oh boy get him call his boy he weezin he need his boy he screamin boy boy boy boy damn shut up boy hes snitchin oh boy this niggas bitchin boy hes twistin oh boy if feds was listenin boy damn whoa damn im in trouble need bail money shit where the fuck is my boy i got trust for my boy thats why i buck with my boy thats my nigga oh boy he gon come get his boy he got love for his boy thats my yeah yeah yeah yeah  camron when he got caught with the boy we went to court for the boy just me and my boy and we sayin oh boy be on the block with my boy with the roc fella boy when the cops come squalin yeah this is for the sports cars benitas jimmys pjs old school eighteenth at the sports bar eight or nine on the boy holla at your boy killa holla listen its the dip boy plus the roc boy youll be doa boy your moms will say oh boy shit aint no stoppin em guns we got alot of em matter fact gurus start poppin em then slap up his boy clap up his boy wrap up his boy get them gats oh boy diplomats are them boy for the girls and the boy say yeah yeah yeah yeah  juelz santana now when they see cam and his boy they say damn oh boy santanas that boy that squeeze hammers oh boy canons and bandanas glammers we dont brandish blam at your mans canvas then scram with your mans leaded and im back with my boy  camron until that man is vanished somewhere in the grand canyon these kids are grand standin niggas demand ransom over them grands scramblin boy boy boy boy well fuck it van damme em cam a blam blam em call up his boy im down south tannin mami i got the remedy tommys up at the enemy hire me somebody but now my body youre feelin fanicky killa and coppa we chill in morocco for reela we got what you chill it though and fill with them hollows huh its the boy i said its the boy im the yeah yeah yeah yeah killa,-0.09409722222222221
12/29/01,Who We Be,dmx,60,89,12,100,-11,,"[u'dirty south rap', u'east coast hip hop', u'gangster rap', u'hardcore hip hop', u'hip hop', u'pop rap', u'rap', u'southern hip hop']",rap,0.878,0.314,165.432,0.281,0.146,0,4,0.572,7,289600,-4.076,0.578,1,uhh yeah another one of those  this is for my nigga q  down to earth joints rest in peace baby youre not for me dawg  they dont knooow who we beee they dont knooow who we beee  thats how many that dont know they knew i could do it this goes out to my nigga q  rest in peace baby they still aint ready  what they dont know is the bullshit the drama uhh the guns the armour what the city the farmer the babies the mama what the projects the drugs uhh the children the thugs uhh the tears the hugs the love the slugs cmon the funerals the wakes the churches the coffins uhh the heartbroken mothers it happens too often why the problems the things we use to solve em what yonkers the bronx uhh brooklyn harlem cmon the hurt the pain the dirt the rain uhh the jerk the fame the work the game uhh the friends the foes the benz the hoes what the studios the shows comes and it goes cmon the jealousy the envy the phony the friendly uhhuh the one that gave em the slugs the one that put em in me whoo the snakes the grass too long to see uhh uhh the lawnmower sittin right next to the tree cmon  what we seeing is the streets the cops the system harrassment uhhuh the options get shot go to jail or getcha ass kicked aight the lawyers the part they are of the puzzle uhhuh the release the warning try not to get in trouble damn the snitches the odds uhh probation parole what the new charge the bail the warrant the hole damn the cell the bus the ride up north uhhuh the greens the boots the yard these hearts uhh the fightin the stabbin the pullin the grabbin what the riot squad with the captain nobody knows what happened what the two years in a box revenge the plots uhh the twentythree hours thats locked the one hour thats not uhh the silence the dark the mind so fragile aight the wish that the streets would have took you when they had you damn the days the months the years dispair one night on my knees here it comes the prayer  this here is all about my wife my kids uhhuh the life that i live uhhuh through the night i was his uhhuh it was right but i did uhhuh my ups and downs uhh my slips my falls uhh my trials and tribulations uhh my heart my balls uhh my mother my father i love em i hate em uhh wish god i didnt have em but im glad that he made em uhh the roaches the rats the strays the cats what what the guns knives and bats everytime we scrap the hustlin the dealin the robbin the stealin uhh the shit hit the ceilin little boy with no feelins damn the frustration rage trapped inside a cage got beatins til the age i carried a twelve gauge aight somebody stop me please somebody come and get me what little did i know that the lord was ridin with me the dark the light uhh my heart uhh the fight uhh the wrong uhh the right uhh its gone uhh aight  man listen these motherfuckers dont know who we are they dont know they couldnt possibly fuckin know dawg thats from the heart  now adonai is dmx 2z7af shy,0.01118326118326118
10/20/01,Because I Got High,afroman,13,88,10,100,-12,,"[u'gangster rap', u'hip hop', u'rap']",rap,0.339,0.0791,165.982,0.483,0.166,0,4,0.8,7,197760,-8.531,0.844,1,i was gonna clean my room until i got high i was gonna get up and find the broom but then i got high my room is still messed up and i know why  cause i got high repeat 3x  i was gonna go to class before i got high i coulda cheated and i coulda passed but i got high i am taking it next semester and i know why  cause i got high repeat 3x  i was gonna go to work but then i got high i just got a new promotion but i got high now im selling dope and i know why  cause i got high repeat 3x  i was gonna go to court before i got high i was gonna pay my child support but then i got high they took my whole paycheck and i know why  cause i got high repeat 3x  i wasnt gonna run from the cops but i was high i was gonna pull right over and stop but i was high now i am a paraplegic  because i got high repeat 3x i was gonna pay my car a note until i got high i wasnt gonna gamble on the boat but then i got high now the tow truck is pulling away and i know why  because i got high repeat 3x  i was gonna make love to you but then i got high i was gonna eat yo pussy too but then i got high now im jacking off and i know why  cause i got high repeat 3x i messed up my entire life because i got high i lost my kids and wife because i got high now im sleeping on the sidewalk and i know why  cause i got high repeat 3x im gonna stop singing this song because im high im singing this whole thing wrong because im high and if i dont sell one copy i know why  cause im high repeat 3x,0.1530206830206831
7/21/01,Until The End Of Time,2pac,52,92,14,100,-8,,"[u'g funk', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'west coast rap']",rap,0.709,0.17,97.023,0.203,0.0288,0,4,0.757,8,266907,-6.716,0.38,1,perhaps i was addicted to tha dark side some where inside my childhood witnessed my heart die and even though we both came from tha same places tha money and tha fame made us all change places could it be through tha misery that came to past the hard times make a true friend afraid to ask for currency but u could run to me when u need me ill never leave honestly someone to believe in as u can see its a small thang through and true what can i do real homies help you get through and comin new hed do tha same thang if he could cuz in tha hood true homies make you feel good and happy times we be actin up call tha cops bringin tha cease to tha peace that was on my block it never stop when my mama ask me will i change i tell her yeah but its clear ill always be tha same until the end of time  so take these broken wings i need your hands to come  heal me once again until the end of time so i can fly until the end of time until the end of time until the end of time  please lord forgive me for my life of sin my hard stare seem to scare all my sisters kids so you know i dont hang around tha house much this all night money makin got me outta touch shit aint flashed a smile in a long while an unexpected birth worst of tha ghetto childs my attitude got me walkin solo ride out alone in my lowlow watchin tha whole world move in slow mo for quiet times i disappear and listen to tha ocean smokin pots think my thoughts then its back to coastin who can i trust in this cold world my phoney homie had a baby by my own girl but i aint trippin im a playa i aint sweatin him i sex his sister had her mumble like like a mexican his next of kin no remorse it was meant to happen besides rappin tha only thing i did good was scrappin until tha end of time  so take these broken wings i need your hands to come  heal me once again until the end of time so we can fly until the end of time  take these broken wings youve got to learn to fly n learn to live so free until the end of time so we can fly until the end of time time until the end of time  now whos to say if i was right or wrong to live my life as an outlaw all alone remain strong in this planet full of playa hataz they conversate but death row full of demonstrators and in tha end drinkin henessey made all my enemies envy me so cold when i flow eliminatin easily falls to they knees they plead for their right to breath while beggin me to keep tha peace haha well i can see close into achieve in times of danger dont freeze time to be a g follow my lead i supply everything you need an ounce of game and tha trainin to make a g remember me as an outcast outlaw another album out thats what im about  more gettin raw till tha day i see my casket buried as a g while tha whole world remembers me until the end of time  so take these broken wings so take these broken wings i need your hands to come  heal me once again once again once again until the end of time so we can fly until the end of time  take these broken wings youv got to learn to learn to fly n learn to live so free so we can fly until the end of time  if the angels come down and takes me away memories of me and my songs will always stay until the end of time,0.0849839371578502
5/26/01,Guilty Until Proven Innocent,jay-z,82,87,8,96,-9,,"[u'bulgarian hip hop', u'east coast hip hop', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop']",rap,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,i thought this was america people uhh yeah guilty until proven innocent huh thats how we workin huh okay before me there was many after me there will be none i am the one uhhuh okay i see how we playin  yeah i get it down anxiously the public cant wait niggaz had to have it way before its release date jigga get irate press get it fucked up took me one point eight but i had to get it straight  get the cd twelve inch vinyl get the tape jigga give out food for thought dog get a plate i get it down get it krunk when i get in the state of mind that whats mine is mine nobody get to take  i dont bend break fold scratch go down my mental rolodex see these words i just dont know i know stress drama niggaz up settin my mama arrested put in the lineup tryin to put dents in my armor  but im a survivor plus im liver than most out on bail fifty though still ridin with toast i aint tryin to collide with folk but i dont want folk takin jigga for joke i guess you niggaz just woke good morning  you cant touch me no you cant touch me jigga kelly not guilty try to charge me but im not guilty i got all my mamis ive got all of my mamis tell me what you want from me tell me what yall want from me im not guilty  i see how you comin at me now im cool im not the snitch i dont go to the cops to get rich i go to the block and pitch i go with the glock and click i go with the pop im sick i go with you hard i aint gon stop for shit  look in my eyes dog right in my pupils if im your rival why would i have to do you press try to throw dirt on my name disturbin my game seemed happy when they heard he was arraigned glad hes inditched  got big money big lawyers to fight it just like cochran cocksuckers you never see me boxed in yall all know it jiggas a fighter plus im claustrophobic back on the streets before you know it  and my word niggaz i heard you niggaz im address each and every one of you cocksuckers fuck the white press the block love us hiphop forever b i g is here the soul of tupac hovers above us  you cant touch me no you cant touch me jigga kelly not guilty try to charge me but im not guilty i got all my mamis ive got all of my mamis tell me what you want from me tell me i am the one what you want from me not guilty  okay you on my radar i got you too bitch got lame bitches tryin to fuck with my case same lame bitch i bust in her face honey just mad i got her fuckin replaced plus a birthday pass without me even touchin my safe  but i aint gon lie the head was sick but what we need to do is put that mouth on a betta bitch you heart the rhetoric jigga hit me over the head with a champagne bottle at the bar can he buy me a car  naw how do yall equate your pain would it all go away if i bought you a range i got one or two of those nothin gon change for nothin else you gotta live with yourself  try and lie on hov cause i ride on the road in what most would describe as a rolls no thats that continental t the only car that fit intercontinental me not guilty  you cant touch me no you cant touch me jigga kelly not guilty and you wanna charge me when im not guilty i got all my mamis i am the one ive got all of my mamis tell me what you want from me tell me what you want from me not guilty  i am the one yall cats cant touch me holla  so you cant touch me nigga you cant touch me jigga kelly not guilty said jigga kelly not guilty i got all my mamis and i got all my mamis tell me what you want from me i dont know why yall cant see that  yall cats cant touch me yall dudes cant touch me jigga kelly not guilty jigga kelly not guilty i got all my mamis i got all my mamis tell me what you want from me so tell me what you want from me  yall cats cant touch me yall niggaz cant touch me jigga kelly not guilty jigga kelly not guilty i got all my mamis and i got all my mamis tell me what you want from me so tell me what you want from me yall cats cant touch me  jigga kelly not guilty i got all my mamis tell me what you want from me yall cats cant touch me,0.0833634944290682
2/10/01,911,wyclef jean,38,85,19,96,-11,,[u'pop rap'],rap,0.684,0.115,87.008,0.199,0.258,7.06E-06,4,0.718,9,259240,-8.071,0.676,0,yo what up this wyclef with mary j i serenade the girls with my acoustic guitar you know what im sayin yo fellas havin problems with the chicks i want you right now to turn the lights down low pull your girl up next to you i want you to sing this to her  if death comes for me tonight girl i want you to know that i love you and no matter how tough i wouldnt dare only to you i would reveal my tears so tell the police i aint home tonight messin around with you is gonna get me life but when i look into your eyes youre worth that sacrifice  if this is the kind of love that my mom used to warn me about man im in trouble im in real big trouble if this is the kind of love that the old folks used to warn me about man im in trouble im in real big trouble  i need yall to do me a favor  someone please call 911 pick up the phone yo tell them i just been shot down and the bullets in my heart and its piercin through my soul im losin blood yo feel my body gettin cold  someone please call 911 pick up the phone yo the alleged assailant is five foot one and she shot me through my soul feel my body gettin cold  so cold sometimes i feel like im a prisoner i think im trapped here for a while but im always right here with you girl and every breath i fight to take is as hard as these four walls i wanna break i told the cops you wasnt here tonight messin around with me is gonna get you life oh yeah yeah but everytime i look into your eyes then its worth the sacrifice  if this is the kind of love that my mom used to warn me about man im in trouble im in real big trouble if this is the kind of love that the old folks used to warn me about man im in trouble im in real big trouble  you got anything to say girl  someone please call 911 yeah yeah pick up the phone yo tell them i just got shot down and its piercin through my soul im losin blood yo feel my body gettin cold  someone please call 911 can you do that for me the alleged assailant was five foot one and she shot me through my soul and he shot me through my heart feel my body gettin cold he didnt care he didnt worry he didnt wonder wyclef and mary j blige im feelin you girl i understand and youre doin what youre doin would you do it and do it and do it and do it for me,0.002888519748984868
12/16/00,Bad Boyz,shyne,57,96,15,100,-4,,"[u'dirty south rap', u'gangster rap', u'hardcore hip hop', u'hip hop', u'hip pop', u'rap', u'southern hip hop']",rap,0.594,0.0534,83.84,0.336,0.0249,1.65E-05,4,0.788,6,228907,-4.864,0.691,0,now tell me who want to fuck with us ashes to ashes dust to dust i bang and let your fuckin brains hang snitches fuck marla maple bitches with riches  who carry 22s up in they hosiery a black teller when my father bust and unloaded me think he just finished sniffin a ki and dippin the ds dont hate me hate nicky barnes for hittin my moms  letting the condom pop nigga i was born in the drop coke boil in the pot shake the feds and bust shots at them street cops fuck yo point is  my point is double fours at your fuckin jaws pointed hollow point shit fourpointsix need i say more or do you get the point bitch cmon  what type of nigga slang and bang in the streets bad boyz what type of nigga stay in the trump for weeks bad boyz what type of nigga fly bentley coupes bad boyz aim for the sky cop the shit then shoot  minks draggin on the floor bangin on your whore suckin the croissant just examine it for flaws pour the cristal on the way to trial rico law got a nigga head hurtin squirtin til they pull the curtain  let the money drip dry hundred dollar bills wipe the tears from my eyes no love fuck yall niggaz hope you die a slow death as i coketest and c delores tucker protest  cant fuck with you weak rap niggaz witcha gay raps runnin round talkin this and talkin that see me in the streets tried to give me dap andrew cunanan ass niggaz my two cannons blast niggaz ass niggaz  got me fucked up in the game get your shirt stained keep your five mics nigga give me the caine do the shit to clean my money dummies gleamed the wrist out cop the pistal nigga talk shit now uh  what type of nigga slang and bang in the streets bad boyz what type of nigga stay in the trump for weeks bad boyz what type of nigga fly bentley coupes bad boyz aim for the sky cop the shit then shoot  bling bling its a bad boy thing bullets heatseekin streep sweepin with an evil grin watch you die one love one life one shyne yall niggaz aint sayin nothin like a mime  every line i live it i write it with a pencil so niggaz die of lead poison if they bite it hate it but recite it its a g thang me and puff in st barts set it off bitches walkin topless with gstrings menage  bust shots at your crew another charge as the gulf stream fly through the fog make ya popular pockets filled with more high notes than the opera franklins on top of the jacksons my nigga ty leave you tired bad boy repsect it or die coward  what type of nigga slang and bang in the streets bad boyz what type of nigga stay in the trump for weeks bad boyz what type of nigga fly bentley coupes bad boyz aim for the sky cop the shit then shoot  what type of nigga slang and bang in the streets bad boyz what type of nigga stay in the trump for weeks bad boyz what type of nigga fly bentley coupes bad boyz aim for the sky cop the shit then shoot  man a bad boy on the corner so move from on here cause we a dangerous man a bad boy on the corner so move from on here cause we a dangerous,-0.23297727272727256
10/14/00,Can't Go For That,tamia,84,88,5,97,-9,,"[u'canadian pop', u'dance pop', u'deep pop r&b', u'hip pop', u'indie r&b', u'neo soul', u'new jack swing', u'quiet storm', u'r&b', u'urban contemporary']",r&b,0.698,0.06,106.041,0.0714,0.242,6.32E-05,4,0.668,11,226333,-7.036,0.448,0,ooh ooh ooh ooh yo yo yo uh  why you got an attitude uhhuh yo why you acting all foolish uhhuh yo when you see me out in the street boy ugh you wanna embarass me call me names slap my face until until you see my friends come ooh then you wanna try to console me oh uhhuh yo yo but they already know boy they already know boy cause for the last week ive been in the house and ive cried and cried  i cant go for that no no no can do i cant go for that no no no can do i cant go for that no no no can do i cant go for that cant go for that cant go for that  now you bring me flowers uh what you say you got it together  uh yo soon as i let my guard down ugh oh there you go again in my grill till i call the cops then then you wanna chill out and say ooh say what im the one whos buggin oh but no no its you you see no no its you you see every time i go out you come grabbin all over me  why you trippin get your hands off me why you illin im supposed to be your nubian queen  why you trippin get your hands off me why you illin im supposed to be your nubian queen im supposed to be your nubian queen oh  i cant go for that no noi cant go no can do i cant go for thati cant go for that no no no can do i cant go for that no noi cant go for that oh no can do i cant go for that cant go for that cant go for that i cant go for that no noput your heands on me no can do i cant go for that no no no can do i cant go for that no no no can do i cant go for that cant go for that cant go for that no no no oh yeah yeah i cant go for that,-0.051851851851851864
6/24/00,Goodbye Earl,dixie chicks,19,96,15,98,-2,,"[u'contemporary country', u'country', u'country dawn']",country,0.7,0.0755,122.841,0.0295,0.0192,0,4,0.705,0,258640,-7.38,0.765,1,mary anne and wanda were the best of friends all through their high school days both members of the 4h club both active in the ffa after graduation mary anne went out lookin for a bright new world wanda looked all around this town and all she found was earl  well it wasnt two weeks after she got married that wanda started getting abused she put on dark glasses and long sleeved blouses and makeup to cover a bruise well she finally got the nerve to file for divorce she let the law take it from there but earl walked right through that restraining order  and put her in intensive care right away mary anne flew in from atlanta  on a red eye midnight flight she held wandas hand as they worked out a plan  and it didnt take em long to decide that earl had to die goodbye earl those blackeyed peas they tasted all right to me earl you feelin weak why dont you lay down and sleep earl aint it dark wrapped up in that tarp earl the cops came by to bring earl in  they searched the house high and low then they tipped their hats and said thank you ladies if you hear from him let us know well the weeks went by and spring turned to summer and summer faded into fall  and it turns out he was a missing person who nobody missed at all so the girls bought some land and a roadside stand out on highway 109 they sell tennessee ham  and strawberry jam and they dont lose any sleep at night cause earl had to die goodbye earl we need a break lets go out to the lake earl well pack a lunch and stuff you in the trunk earl well is that all right good lets go for a ride earl hey,0.13569690410599503
6/24/00,Whoa!,black rob,43,93,17,97,-4,,"[u'hardcore hip hop', u'hip hop', u'hip pop', u'southern hip hop']",rap,0.705,0.321,86.404,0.24,0.0579,0,4,0.736,7,238840,-6.231,0.557,1,we gon take this all around the world yo im bout ready to put yall up on something else man whatcha gon put us up on man yo this part two of the raw shitwe aint never gonna stop okay yall know what this is the remix you know what i mean life stories allright anything ill you see its whoa i know that like for instance black rob is whoa oh no doubt and bad boy is whoa no doubt  and thats it man word up  digga on a black rob track like whoa brick city where we smack cops back like whoa my whole crew dime pieces in the jeep like whoa juicy lips big tits pussy deep like whoa dont trip on the mic im the bitch like whoa be the illest when i spit see my flicks like whoa chicken heads wanna know where i shop like whoa rah single knocking niggas out they slot like whoa everywhere honey go cats jock me like whoa digga puttin tvs on ducatis like whoa rah first featured on the score like whoa broads tried to run up on my draws like whoa cmon niggas got spunk and i freak the funk  htown where they lean atl where they crunk like whoa shouts to everybody i know high pro nice toes live shows tight flows like whoa  cease come through with the epills like whoa a bunch of white hoes following like whoa they pulling my pants down shit im like whoa they giving me head now br like whoa bust off she swallowed the whole nut im like whoa the bitch was thick the back shop was like whoa daddy long stroke give it to em like whoa ceasealee bad with a chrome like whoa my fourfour blow silently like whoa cock it back squeeze one more time like whoa you wanna be big nigga picture that whoa  imma frame yo ass right where you set it at whoa your flow aint whoa your crew aint whoa your ice aint whoa your benz aint whoa black rob mafia smoke dro get dough nice hoes nice clothes like whoa  gdep spit fire like whoa gdep lets go bust two shots through your tire like whoa tyin up the getaway driver like whoa frontin like you live but we liver like whoa gettin electrified trying to touch it like whoa you reach wrong might lose your arm like whoa got the detonator in my palm like whoa 321 hit the bomb like whoa im a beast born in the belly like whoa excursion stolen perellies like whoa i dont think theres nothing yall can tell me thats whoa so imma just wreck the show get the dough like whoa wait stop the tape  i live the fast life and i only stop for cake like whoa my niggas get dough get low hit dro hit hoes spit flows like whoa  when the cooch get wet its real juicy like whoa you fuck up my check im calling lucy like whoa i fell off in the club 20 deep like whoa lit up about five blunts a piece like whoa when my new shit drop niggas gon be like whoa when the 34bs fill up the bra they like whoa when niggas see the size of my ass they like whoa when the chrome rim shine on the nav they like whoa ugh i sparkle on every finger like whoa same bitch who said the goldier scent lingers like whoa nigga what bitch is hotter im most requested it like whoa  im unrestricted my shit perfected like whoa the bitch got jazzy i had to slap her like immitating slapping sounds  when niggas ask me to rap for free im like nigga whoa my niggas so so plat gold brat cold flyin bigga type clothes whoa  sigel came to set up shop you gotta roll everytime i gotta step on the block they like whoa  them young uns see the print of the glock be like whoa everytime im spinning the block they like whoa bitches talk about can i go im like no im all about the dough aint got no time for no woes you catch me on the block on my ground wit these hoes niggas takin nines up the nose straight froze got em coming back everytime like whoa i got em doing petty ass crimes like whoa they do anything for the coke like whoa they know my shit fresh off the boat like whoa i grips the fofo and hit your ass up come through in the truck slow like whoa my niggas get dough get locked get out get low get mo like whoa  i hit to the scene in 95 like whoa robeo robeo broke like a motherfuckin dog like whoa robbin niggas cribs in midtown like whoa plus im on the run from my po like whoa i remember scraping shanks on the floor like whoa takin niggas commissary flipping like whoa now yall see the god on tv you like whoa doin my dance wit pd like whoa now i got the house and my whip its like whoa jewels heavier the ice clear like whoa shit lox left and mae retired like whoa so i threw the label on my back like whoa and more less more so ill rip your torso i live the fast life come through in a x5 like whoa my niggas like dough light dro nitro mic flow nice clothes like whoa  yeah bad boy 2000 get back aint never gonna stop joe hook is like whoa shaq back is like whoa black rob is like whoa alumni bad boy baby mafia queen b,-0.005904229248385092
6/3/00,Forgot About Dre,dr. dre,25,80,20,82,-2,,"[u'g funk', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'west coast rap']",rap,0.731,0.163,133.961,0.0815,0.0879,0,4,0.937,8,222293,-2.132,0.626,1,yall know me still the same ol g but i been low key hated on by most these niggas wit no cheese no deals and no gs no wheels and no keys no boats no snowmobiles and no skis mad at me cause i can finally afford to provide my family with groceries  got a crib wit a studio and its all full of tracks to add to the wall full of plaques hangin up in the office in back of my house like trophies but yall think im gonna let my dough freeze ho please you better bow down on both knees who you think taught you to smoke trees who you think brought you the ods eazyes ice cubes and docs and snoop d o double gs and a group that said muthafuck the police  gave you a tape full of dope beats to bump when you stroll through in you hood and when your album sales wasnt doin too good whos the doc that he told you to go see yall better listen up closely all you niggas that said that i turned pop or the firm flop yall are the reason dre aint been getting no sleep so fuck yall all of yall if yall dont like me blow me yall are gonna keep fuckin around wit me and turn me back to the old me  nowadays everybody wanna talk like they got something to say but nothin comes out when they move they lips just a buncha gibberish and muthafuckas act like they forgot about dre nowadays everybody wanna talk like they got something to say but nothin comes out when they move they lips just a buncha gibberish  and muthafuckas act like they forgot about dre  so what do you say to somebody you hate or anyone tryna bring trouble your way wanna resolve things in a bloodier way just study your tape of nwa one day i was walkin by wit a walkman on  when i caught a guy givin an awkward eye and strangled him off in the parkin lot wit his karl kani i dont give a fuck if its dark or not im harder than me tryna park a dodge but im drunk as fuck right next to a humungous truck in a two car garage hoppin out wit two broken legs tryna walk it off fuck you too bitch call the cops  imma kill you and them loud ass muthafuckin barkin dogs and when the cops came through me dre stood next to a burnt down house wit a can full of gas and a hand full of matches and still werent found out from here on out its the chronic two startin today and tomorrows the new  and im still loco enough to choke you to death wit a charleston chew chigga chigga chigga slim shady hotter then a set of twin babies in a mercedes benz wit the windows up and the temp goes up to the mid 80s callin men ladies  sorry doc but ive been crazy there is no way that you can save me its okay go with him hailey  nowadays everybody wanna talk like they got something to say but nothin comes out when they move they lips just a buncha gibberish and muthafuckas act like they forgot about dre  nowadays everybody wanna talk like they got something to say but nothin comes out when they move they lips just a buncha gibberish and muthafuckas act like they forgot about dre  if it was up to me you muthafuckas would stop comin up to me wit your hands out lookin up to me like you want somethin free  when my last cd was out you wasnt bumpin me but now that i gots new company everybody wanna come to me like it was some disease but you wont get a crumb from me cause im from the streets of the compton i told em all all them little gangstas who you think helped mould em all now you wanna run around and talk about guns like i aint got none  what you think i sold em all cause i stay well off now all i get is hate mail all day sayin dre fell off what cause i been in the lab wit a pen and a pad tryna get this damn label off i aint havin that this is the millenium of aftermath it aint gonna be nothin after that so give me one more platinum plaque and fuck rap you can have it back so wheres all the mad rappers at its like a jungle in this habitat but all you savage cats knew that i was strapped wit gats when you were cuddling a cabbage patch  nowadays everybody wanna talk like they got something to say but nothin comes out when they move they lips just a buncha gibberish and muthafuckas act like they forgot about dre nowadays everybody wanna talk like they got something to say but nothin comes out when they move they lips just a buncha gibberish and muthafuckas act like they forgot about dre nowadays everybody wanna talk like they got something to say but nothin comes out when they move they lips just a buncha gibberish and muthafuckas act like they forgot about dre,-0.06868244438999156
