Political Affiliation,tweet,Politician,Word Count,created_time,number of retweets,number of likes
Democrats,"We’re just a couple of girls, standing in front of a borough, organizing them to dismantle the carceral state. 😉

If you live in Queens and can vote, vote TOMORROW for @CabanForQueens! (Set yourself a reminder🤳🏼)

If you can’t vote, find a voter and send them to the polls. https://t.co/wWEpp3wdW8",AOC,50,2019-06,1954,12655
Democrats,"Remember when the Bush administration bullied media into using their devised term “enhanced interrogation” instead of the accurate term “torture?”

Well, waterboarding was torture. And these are concentration camps.

Journalism should be about the truth. And this is the truth. ⬇️ https://t.co/8N0hfw50uY",AOC,42,2019-06,31370,101366
Democrats,"I have absolutely zero patience for completely certified, card-carrying and flag-waving racists. None. 🚫 

They can take their little tiki torches somewhere else.

We don’t give them an inch, a second, a sliver of sunlight nor the time of day. And neither should you.",AOC,44,2019-06,40840,220787
Democrats,"The last time you went on this trip it was reported that you also met w/ fringe Austrian neo-Nazi groups to talk shop.

So I’m going to have to decline your invite. But thank you for revealing to all how transparently the far-right manipulates these moments for political gain. https://t.co/TQkaPEESoD",AOC,50,2019-06,14318,76276
Democrats,"Hey @Liz_Cheney, you’re the GOP Conference Chair - perhaps you should come collect your colleague before more members of your caucus start saying the quiet parts loud",AOC,27,2019-06,7503,63844
Democrats,"Mr. King, the Republican Party literally stripped you of your Congressional committee assignments because you were too racist even for them.

My Jewish constituents have made clear to me that they proudly stand w/ caged children who are starved, denied sleep &amp; sanitation.

Bye 👋🏽 https://t.co/TQkaPEESoD",AOC,46,2019-06,19861,115909
Democrats,"#1: These are people protesting peacefully - hence their POSTERS &amp; not FIREARMS

#2: Why do you call some who threaten violent attack a “militia” vs others “domestic terrorists?”🤔

#3: This a very dramatic way to deal with your Sunday Scaries.

We can help you find a therapist. https://t.co/bTf1VGC7QJ",AOC,49,2019-06,5766,31431
Democrats,"The most BX pride speech I ever gave 😂 they really cued up the horns for our policy points 🤣🏳️‍🌈 

There’s no place like home! https://t.co/2bh9XUTbII",AOC,26,2019-06,1300,10966
Democrats,"When a powerful entity is trying to grow a system of human rights abuse (which is what this is) it’s on ALL of us, from smallest to biggest, to throw sand in the gears and stop it.

We cannot be compliant with child abuse. These judges are astounded at the argument for it ⬇️ https://t.co/8oYxndP9OA",AOC,55,2019-06,22205,67240
Democrats,#CloseTheCamps https://t.co/FL4KV3sLqk,AOC,2,2019-06,22779,69349
Democrats,"Reminder this admin is CHOOSING to round up refugees seeking asylum, fighting to not give children toothpaste or soap &amp; making people sleep on dirt floors.

They say it’s bc of a lack of 💰. You know what saves money? Not putting masses of people in internment in the first place.",AOC,51,2019-06,10706,45826
Democrats,"The GOP has supported building mass concentration camps on the southern border. Kids &amp; families are dying.

Now they want money for more - w/ ZERO negotiation on how $ is spent.

We can’t do that. They‘ve shown that when they get more money, they build more camps. #CloseTheCamps https://t.co/DYhXuU9Crz",AOC,50,2019-06,20925,64049
Democrats,"Please share this info widely &amp; make sure your neighbors have it.

If your home can be a safe space or haven for others, let your neighbors and community know - even if it’s just to relax in the stress of this time.

Plan, prepare, + protect our neighbors.
https://t.co/IXow1nTO4s",AOC,50,2019-06,7817,13382
Democrats,"Warning: The Trump admin is expected to begin ICE raids across the country TOMORROW, targeting people for round up.

NOW is the time for us to come together:

- Check in w/ your neighbors
- Share “Know Your Rights” info
- If you see ICE, report to @UNITEDWEDREAM 1-844-363-1423 https://t.co/UgWK0Km3sl",AOC,50,2019-06,29347,39650
Democrats,"This was Philadelphia after an oil refinery exploded this morning.

So... what’s that about how climate change isn’t an existential crisis that will disproportionately impact working class people &amp; burn its way up?

We need a solution on the scale of the crisis: #GreenNewDeal 🌎 https://t.co/5vNMrrUZBg",AOC,46,2019-06,16658,60721
Democrats,This President needs to be impeached.,AOC,6,2019-06,159027,746486
Democrats,"As long as the @GOPLeader supports jailing children and families on the border, I will continue to hold him to account for it.

That’s why I’m calling on Rep. McCarthy to apologize for aiding and supporting the separation of children from their parents.

https://t.co/ogHXY7pD3p",AOC,44,2019-06,20016,77351
Democrats,"This is what the United States is doing in the name of the American people.

It’s child abuse, it’s indefensible, and we cannot wring our hands out of discomfort with the reality of the situation.

We must have the courage to see this for what it is.

#CloseTheCamps #AbolishICE https://t.co/rGX4IhFmsA",AOC,50,2019-06,29316,76398
Democrats,"This is what the United States is doing in the name of the American people.

It’s child abuse, it’s indefensible, and we cannot wring our hands out of discomfort with the reality of the situation.

We must have the courage to see this for what it is.

#CloseTheCamps #AbolishICE https://t.co/rGX4IhFmsA",AOC,50,2019-06,29316,76398
Democrats,"Thank you, @johnlegend.

Queens residents: VOTE @CabanForQueens next Tuesday to bring the revolution to criminal justice! 🗳🌹 https://t.co/rMayG2p2Zh",AOC,18,2019-06,1627,10941
Democrats,"This administration needs to put down its saber and pick up a phone.

Diplomacy is what grants us peace and stability - not war. 

#NoWarOnIran https://t.co/NZtifF3eki",AOC,26,2019-06,23249,118659
Democrats,"Yesterday I listened to the powerful testimony of Ms. Gray, a West Virginia nurse on the front lines of the opioid crisis.

She said, “We can’t arrest our way out of this crisis.”

Proud to pass this amendment w/ bipartisan support to move away from imprisonment &amp;towards healing. https://t.co/IQZniqksH3",AOC,49,2019-06,5190,27343
Democrats,"For folks saying we should gloss over this, I think it’s important to realize that we can’t risk depressed turnout in 2020.

The original remark is valid to ask about &amp; have a discussion on or clarify - not dismiss.

We should be compassionate toward each other, but not silent.",AOC,50,2019-06,2905,29293
Democrats,"For the record, Cory Booker does *not* owe Joe Biden an apology for pointing out that waxing nostalgic about working with segregationists is insensitive.

“He knows better?” Really? What is “better?” To stay quiet about it? https://t.co/RvFzqAXPI5",AOC,37,2019-06,7889,51168
Democrats,"I’m curious, @HouseGOP: what would you like people to call these Trump-run human cages?

According to you, concentration camp experts + historians are wrong.

So what do you call it? What term makes you feel better about brutality?

“Internment?” “Detention?” “Freedom Center?” https://t.co/DXVJ1uFsT9",AOC,43,2019-06,20011,63655
Democrats,"We are calling these camps what they are because they fit squarely in an academic consensus and definition.

History will be kind to those who stood up to this injustice.

So say what you will. Kids are dying and I’m not here to make people feel comfortable about that.",AOC,49,2019-06,20955,111278
Democrats,"My heroes are the ones who stood up when it wasn’t easy.

Kids are dying in cages on our border. Families are being put in “freezers” &amp; “dog pounds.”

Years from now, people will look for the journalists, officials, &amp; everyday people who stood up for what was right in real-time.",AOC,51,2019-06,34345,170055
Democrats,"Well, @chucktodd - the fact that you slipped in “Nazi” when I never said that is pretty unfortunate.

Almost as unfortunate as the fact that you spent this whole time w/o discussing DHS freezers, “dog pounds,” missing children, &amp; human rights abuses that uphold use of this term. https://t.co/1eNuW1ZR0f",AOC,49,2019-06,15954,73763
Democrats,"‘@tedlieu repeatedly asked [Sec. Pompeo’s advisor] if the Constitution gives Congress the power to declare war. He would not say ""yes.""

Lieu submitted the Constitution for the record.’

😂 https://t.co/VTd5ZElG8E",AOC,30,2019-06,4938,24956
Democrats,"Today we celebrate #Juneteenth, the day we celebrate the emancipation from slavery in the United States.

And on this day, Congress held a hearing on reparations. A massive crowd showed up for it.

Ta-Nehisi Coates’ opening statement is a stirring must-watch. ⬇️ https://t.co/hHfu2ciUXc",AOC,43,2019-06,12056,44526
Democrats,"What’s worse, Congress has asked DHS for documents on the whereabouts of children taken from their parents.

We‘ve asked for details &amp; records on camp conditions.

DHS has refused to cooperate or provide Congress w/ the requested information.

Why doesn’t that concern @HouseGOP?",AOC,43,2019-06,12281,61653
Democrats,"DHS ripped 1000s of children from their parents &amp; put them in cages w inhumane conditions.

They call their cells “dog pounds” &amp; “freezers.”

I will never apologize for calling these camps what they are.

If that makes you uncomfortable, fight the camps - not the nomenclature. https://t.co/eJpJWeYiot",AOC,48,2019-06,61265,231362
Democrats,"Thank you, @RepJerryNadler. https://t.co/07A0H2uW9f",AOC,4,2019-06,2742,18271
Democrats,@TheDemocrats Someone didn’t go to my Twitter class,AOC,8,2019-06,1943,37791
Democrats,"Not one dime should go to DHS for building these camps as they detain children &amp; families.

Congressional appropriations season is now. That means it’s 💰 time - we‘re voting to fund federal government programs.

We should not fund the caging of kids &amp; families. Pretty simple.",AOC,47,2019-06,7625,45501
Democrats,"The US ran concentration camps before, when we rounded up Japanese people during WWII.

It is such a shameful history that we largely ignore it.

These camps occur throughout history. Many refuse to learn from that shame, but here we are today.

We have an obligation to end them. https://t.co/sYicLdcaA9",AOC,50,2019-06,19957,87240
Democrats,"Ah yes, because history knows that people who run concentration camp systems almost always acknowledge to the public what they’re doing. https://t.co/HOX7HGNIrm",AOC,22,2019-06,17977,89056
Democrats,"Also @Liz_Cheney, the fact that you employed the horrifying word “exterminated” here (co-opting the language of the oppressor) tells us that it’s *you* that needs to brush up on your reading.

Hope you enjoy defending concentration camps. I won’t back down fighting against them. https://t.co/OOfrrfa1Ew",AOC,45,2019-06,20484,121549
Democrats,"This video was from 1 year ago this week - before my primary &amp; the Fox News cycle.

I flew to the concentration camp where the Trump admin was keeping children they stole from their parents.

Back then, I was voicing my conscience. I still am. #AbolishICE
https://t.co/QLyc9MiMsV",AOC,48,2019-06,16708,80593
